similarity,label
0.0652173913043478,1
0.0508474576271186,1
0.0377358490566037,0
0.0196078431372549,1
0.0545454545454545,0
0.05,0
0.0327868852459016,0
0.037593984962406,1
0.0517241379310344,1
0.0789473684210526,0
0.0228310502283105,1
0.0652173913043478,0
0.0526315789473684,0
0.0333333333333333,0
0.0416666666666666,0
0.0465116279069767,0
0.0219780219780219,1
0.0625,1
0.0149812734082397,0
0.0263157894736842,1
0.0296296296296296,1
0.0276243093922651,0
0.0317460317460317,1
0.0409356725146198,1
0.024,1
0.0248226950354609,1
0.0194805194805194,0
0.015625,1
0.0141843971631205,1
0.0253164556962025,0
0.027027027027027,0
0.0161943319838056,1
0.0337078651685393,1
0.0131147540983606,0
0.0391061452513966,1
0.0495049504950495,1
0.0154798761609907,1
0.0389610389610389,1
0.0681818181818181,1
0.0315315315315315,0
0.0496453900709219,0
0.032258064516129,0
0.0248447204968944,1
0.0689655172413793,1
0.0329670329670329,1
0.0236966824644549,0
0.032258064516129,0
0.0192307692307692,1
0.0380952380952381,1
0.0465116279069767,0
0.0144927536231884,1
0.032258064516129,0
0.0210526315789473,1
0.0533333333333333,1
0.036231884057971,0
0.027027027027027,1
0.019108280254777,1
0.0534351145038167,1
0.0305343511450381,1
0.0141342756183745,0
0.036144578313253,0
0.0434782608695652,0
0.0381679389312977,1
0.0310077519379844,1
0.0625,0
0.034090909090909,0
0.0364963503649635,0
0.0769230769230769,0
0.054054054054054,0
0.034090909090909,1
0.0388349514563106,1
0.024793388429752,0
0.0204081632653061,1
0.0294117647058823,1
0.0357142857142857,1
0.0161290322580645,0
0.0136054421768707,1
0.0444444444444444,1
0.0588235294117647,0
0.0271493212669683,1
0.0394736842105263,0
0.0689655172413793,0
0.0275590551181102,1
0.0252100840336134,1
0.0115384615384615,0
0.0333333333333333,0
0.03125,0
0.0189873417721519,1
0.05,0
0.0283687943262411,1
0.0219780219780219,0
0.03125,0
0.0263157894736842,0
0.0256410256410256,1
0.0283018867924528,1
0.0129629629629629,1
0.0199203187250996,1
0.0272727272727272,1
0.0634920634920634,1
0.0367892976588628,0
0.0375586854460093,0
0.0325443786982248,0
0.0263157894736842,0
0.0218978102189781,0
0.0507246376811594,0
0.0206185567010309,1
0.0272727272727272,1
0.0495867768595041,1
0.037037037037037,1
0.0248447204968944,0
0.028169014084507,1
0.0396825396825396,1
0.0410958904109589,0
0.0218978102189781,1
0.0476190476190476,0
0.0216450216450216,1
0.0256410256410256,1
0.0229007633587786,1
0.0257731958762886,1
0.0277777777777777,1
0.0681818181818181,0
0.0323741007194244,0
0.0561797752808988,1
0.0192307692307692,0
0.0253807106598984,0
0.0252100840336134,1
0.0444444444444444,0
0.028169014084507,1
0.019108280254777,1
0.0326797385620915,0
0.0304568527918781,1
0.0261437908496732,1
0.043103448275862,0
0.0199004975124378,0
0.0384615384615384,0
0.044776119402985,0
0.0510204081632653,0
0.0526315789473684,0
0.0263157894736842,1
0.0476190476190476,0
0.044776119402985,0
0.0689655172413793,0
0.0341880341880341,0
0.0307692307692307,1
0.0526315789473684,0
0.0171428571428571,1
0.0258064516129032,1
0.0641025641025641,0
0.0220588235294117,1
0.046875,0
0.0246913580246913,1
0.0465116279069767,1
0.023598820058997,0
0.0625,1
0.0198019801980198,1
0.0496453900709219,0
0.022140221402214,1
0.0909090909090909,0
0.025,1
0.027027027027027,0
0.05,0
0.032258064516129,1
0.0209790209790209,1
0.0197368421052631,1
0.0217391304347826,1
0.0163043478260869,1
0.021505376344086,1
0.0384615384615384,1
0.0495049504950495,0
0.0424242424242424,1
0.0289855072463768,0
0.0316455696202531,0
0.0289855072463768,1
0.02,1
0.0363636363636363,0
0.0198019801980198,1
0.0211267605633802,1
0.0428571428571428,0
0.0266666666666666,0
0.0522388059701492,0
0.025,0
0.034090909090909,0
0.0317460317460317,0
0.0241935483870967,1
0.0263157894736842,1
0.0283687943262411,0
0.0131147540983606,1
0.0295358649789029,1
0.0458715596330275,0
0.03,0
0.036697247706422,1
0.0588235294117647,0
0.0288461538461538,1
0.0211864406779661,1
0.0307692307692307,1
0.0121457489878542,1
0.029126213592233,1
0.0337078651685393,1
0.0196078431372549,1
0.0432432432432432,1
0.0384615384615384,0
0.0103092783505154,1
0.0617283950617283,0
0.0272727272727272,0
0.0220264317180616,1
0.0180722891566265,1
0.0465116279069767,0
0.036144578313253,1
0.0363636363636363,0
0.0306122448979591,1
0.0505050505050505,0
0.0168918918918918,0
0.0253164556962025,1
0.0465116279069767,0
0.0974025974025974,1
0.0335570469798657,1
0.0444444444444444,0
0.0254237288135593,0
0.0192307692307692,1
0.064516129032258,0
0.0336134453781512,0
0.0227272727272727,1
0.0470588235294117,0
0.0403225806451612,1
0.0581395348837209,0
0.0324324324324324,1
0.0268456375838926,0
0.0223880597014925,1
0.0219780219780219,1
0.037037037037037,1
0.0335570469798657,0
0.0483870967741935,1
0.0289855072463768,0
0.0387596899224806,0
0.0396825396825396,0
0.0289855072463768,1
0.0204081632653061,1
0.0520833333333333,0
0.040650406504065,1
0.0390625,1
0.0416666666666666,0
0.0714285714285714,0
0.0425531914893617,1
0.0434782608695652,1
0.0358744394618834,0
0.0205479452054794,1
0.0235294117647058,1
0.05,1
0.0428571428571428,1
0.04,0
0.0704225352112676,1
0.03,1
0.0218978102189781,1
0.03,1
0.0294117647058823,1
0.0349650349650349,0
0.032520325203252,0
0.0263157894736842,0
0.025,1
0.025735294117647,0
0.0254237288135593,0
0.0233644859813084,1
0.04,1
0.0394736842105263,1
0.0157068062827225,1
0.0560747663551401,0
0.0606060606060606,0
0.0380952380952381,0
0.0224215246636771,0
0.0238095238095238,1
0.0198019801980198,1
0.0285714285714285,1
0.0176470588235294,1
0.036036036036036,0
0.064516129032258,0
0.0358974358974358,0
0.0324675324675324,0
0.024793388429752,1
0.0467289719626168,1
0.0449438202247191,0
0.0444444444444444,0
0.0253164556962025,1
0.1162790697674418,0
0.0517241379310344,0
